jtid,jobid,submitTime,launchTime,finishTime,status,numMaps,numReduces,finMaps,finReduces,failMaps,failReduces
201104271902,24,1304288037300,1304288043061,1304288099576,0,1217,1,1217,1,0,0
201104271902,25,1304288154375,1304288163902,1304288236651,0,1217,1,1217,1,1,0
201104271902,26,1304288308182,1304288314712,1304288366876,0,1217,1,1217,1,0,0
201104271902,27,1304288397376,1304288400494,1304288460392,0,1217,1,1217,1,0,0
201104271902,28,1304288530357,1304288536431,1304288591370,0,1217,1,1217,1,0,0
201104271902,29,1304288646136,1304288652257,1304288708569,0,1217,1,1217,1,0,0
201104271902,30,1304288746110,1304288753175,1304288815215,0,1217,1,1217,1,0,0
201104271902,31,1304288853706,1304288864197,1304288943017,0,1217,1,1217,1,1,0
201104271902,32,1304288997632,1304289000216,1304289058790,0,1217,1,1217,1,0,0
201104271902,33,1304289106502,1304289111124,1304289162377,0,1217,1,1217,1,0,0
201104271902,34,1304289194858,1304289202075,1304289268260,0,1217,1,1217,1,0,0
201104271902,35,1304289352803,1304289362989,1304289433725,0,1217,1,1217,1,0,0
201104271902,36,1304289497931,1304289509116,1304289565953,0,1217,1,1217,1,0,0
201104271902,37,1304289601865,1304289605081,1304289663280,0,1217,1,1217,1,0,0
201104271902,38,1304289697368,1304289701046,1304289749267,0,1217,1,1217,1,0,0
201104271902,39,1304289779801,1304289787145,1304289844723,0,1217,1,1217,1,0,0
201104271902,40,1304289904153,1304289914431,1304289971777,0,1217,1,1217,1,0,0
201104271902,41,1304290018653,1304290025452,1304290077006,0,1217,1,1217,1,0,0
201104271902,42,1304290142095,1304290146553,1304290204779,0,1217,1,1217,1,0,0
201104271902,43,1304290255551,1304290262623,1304290358099,0,1217,1,1217,1,0,0
201104271902,44,1304290430487,1304290438652,1304290501227,0,1217,1,1217,1,0,0
201104271902,45,1304290553172,1304290560066,1304290672322,0,1217,1,1217,1,4,0
201104271902,46,1304290714993,1304290721406,1304290778425,0,1217,1,1217,1,0,0
201104271902,47,1304290839717,1304290847544,1304290906953,0,1217,1,1217,1,0,0
201104271902,48,1304290935624,1304290943716,1304291024510,0,1217,1,1217,1,1,0
201104271902,49,1304291080033,1304291084866,1304291141726,0,1217,1,1217,1,0,0
201104271902,50,1304291171737,1304291176026,1304291236130,0,1217,1,1217,1,0,0
201104271902,51,1304291277507,1304291282189,1304291338647,0,1217,1,1217,1,0,0
201104271902,52,1304291374776,1304291383375,1304291443880,0,1217,1,1217,1,0,0
201104271902,53,1304291486861,1304291494653,1304291552017,0,1217,1,1217,1,0,0
201104271902,54,1304291604865,1304291610856,1304291669641,0,1217,1,1217,1,0,0
201104271902,55,1304291739635,1304291747159,1304291858340,0,1217,1,1217,1,0,0
201104271902,56,1304291924116,1304291933317,1304291992496,0,1217,1,1217,1,2,0
201104271902,57,1304292027724,1304292034871,1304292097972,0,1217,1,1217,1,2,0
201104271902,58,1304292141932,1304292151145,1304292212471,0,1217,1,1217,1,2,0
201104271902,59,1304292257794,1304292262405,1304292344467,0,1217,1,1217,1,4,0
201104271902,60,1304292415803,1304292423664,1304292501114,0,1217,1,1217,1,3,0
201104271902,61,1304292545564,1304292554997,1304292612869,0,1217,1,1217,1,2,0
201104271902,62,1304292655993,1304292666370,1304292721903,0,1217,1,1217,1,2,0
201104271902,63,1304292681553,1304292687639,1304292770291,0,1043,1,1043,1,31,0
201104271902,64,1304292756786,1304292764159,1304292822149,0,1217,1,1217,1,4,0
201104271902,65,1304292804450,1304292815505,1304292889152,0,1043,1,1043,1,15,0
201104271902,66,1304292878983,1304292881877,1304292941332,0,1217,1,1217,1,3,0
201104271902,67,1304292927059,1304292933440,1304292986408,0,1043,1,1043,1,18,0
201104271902,68,1304292982243,1304292989908,1304293068566,0,1217,1,1217,1,2,0
201104271902,69,1304293018360,1304293026301,1304293093458,0,1043,1,1043,1,47,0
201104271902,70,1304293116817,1304293122661,1304293192565,0,1217,1,1217,1,2,0
201104271902,71,1304293145045,1304293154092,1304293240077,0,1043,1,1043,1,41,0
201104271902,72,1304293226832,1304293235458,1304293348841,0,1217,1,1217,1,5,0
201104271902,73,1304293296495,1304293306825,1304293468079,0,1043,1,1043,1,45,0
201104271902,74,1304293382488,1304293388254,1304293464983,0,1217,1,1217,1,3,0
201104271902,75,1304293544841,1304293549906,1304293620833,0,1043,1,1043,1,1,0
201104271902,76,1304293547390,1304293556370,1304293689323,0,1217,1,1217,1,192,0
201104271902,77,1304293665674,1304293678245,1304293779506,1,1043,1,1042,0,0,0
201104271902,78,1304293759856,1304293764737,1304293827549,0,1217,1,1217,1,2,0
201104271902,79,1304293818628,1304293826275,1304293934640,0,1043,1,1043,1,2,0
201104271902,80,1304293868938,1304293877772,1304294030293,0,1217,1,1217,1,17,0
201104271902,81,1304293968327,1304293974331,1304294091684,1,1043,1,1042,0,0,0
201104271902,82,1304294062865,1304294070847,1304294124639,0,1217,1,1217,1,3,0
201104271902,83,1304294135174,1304294142328,1304294217219,0,1043,1,1043,1,2,0
201104271902,84,1304294163507,1304294168973,1304294247361,0,1217,1,1217,1,28,0
201104271902,85,1304294294389,1304294300540,1304294420080,0,1043,1,1043,1,1,0
201104271902,86,1304294308716,1304294317179,1304294397999,0,1217,1,1217,1,61,0
201104271902,87,1304294451971,1304294459253,1304294519847,0,1217,1,1217,1,2,0
201104271902,88,1304294462481,1304294470926,1304294651999,0,1043,1,1043,1,150,0
201104271902,89,1304294565009,1304294573041,1304294630882,0,1217,1,1217,1,9,0
201104271902,90,1304294706424,1304294709719,1304294782083,0,1217,1,1217,1,2,0
201104271902,91,1304294713113,1304294721336,1304294828032,0,1043,1,1043,1,213,0
201104271902,92,1304294817032,1304294828092,1304294903534,0,1217,1,1217,1,3,0
201104271902,93,1304294870920,1304294879883,1304294936699,0,1043,1,1043,1,14,0
201104271902,94,1304294943123,1304294951636,1304295030572,0,1217,1,1217,1,2,0
201104271902,95,1304294976136,1304294983543,1304295041576,0,1043,1,1043,1,7,0
201104271902,96,1304295086381,1304295095567,1304295187670,0,1043,1,1043,1,1,0
201104271902,97,1304295092307,1304295102409,1304295190788,0,1217,1,1217,1,152,0
201104271902,98,1304295245770,1304295254239,1304295306581,0,1043,1,1043,1,2,0
201104271902,99,1304295250563,1304295261102,1304295342354,0,1217,1,1217,1,120,0
201104271902,100,1304295355090,1304295363249,1304295419655,0,1043,1,1043,1,1,0
201104271902,101,1304295396403,1304295405063,1304295468118,0,1217,1,1217,1,4,0
201104271902,102,1304295466548,1304295472096,1304295532722,0,1043,1,1043,1,1,0
201104271902,103,1304295524270,1304295534037,1304295604192,0,1217,1,1217,1,2,0
201104271902,104,1304295577571,1304295585889,1304295675579,0,1043,1,1043,1,86,0
201104271902,105,1304295646469,1304295652813,1304295708757,0,1217,1,1217,1,2,0
201104271902,106,1304295730415,1304295739615,1304295815243,0,1043,1,1043,1,1,0
201104271902,107,1304295747746,1304295756481,1304295828806,0,1217,1,1217,1,10,0
201104271902,108,1304295861011,1304295868545,1304295951377,0,1043,1,1043,1,2,0
201104271902,109,1304295891897,1304295900527,1304295954198,0,1217,1,1217,1,10,0
201104271902,110,1304295999946,1304296013091,1304296097808,0,1043,1,1043,1,1,0
201104271902,111,1304296004691,1304296014942,1304296146123,0,1217,1,1217,1,139,0
201104271902,112,1304296128411,1304296136879,1304296247565,0,1043,1,1043,1,3,0
201104271902,113,1304296188161,1304296193840,1304296289709,0,1217,1,1217,1,20,1
201104271902,114,1304296298054,1304296305749,1304296414593,0,1043,1,1043,1,3,0
201104271902,115,1304296324981,1304296337736,1304296410187,0,1217,1,1217,1,31,0
201104271902,116,1304296464158,1304296470894,1304296589201,0,1043,1,1043,1,4,0
201104271902,117,1304296468408,1304296477933,1304296559054,0,1217,1,1217,1,112,0
201104271902,118,1304296605785,1304296615044,1304296680009,0,1217,1,1217,1,2,0
201104271902,119,1304296620620,1304296627101,1304296730834,0,1043,1,1043,1,120,0
201104271902,120,1304296719222,1304296729986,1304296786170,0,1217,1,1217,1,2,0
201104271902,121,1304296768619,1304296777450,1304296848540,0,1043,1,1043,1,16,0
201104271902,122,1304296831171,1304296839935,1304296949520,0,1217,1,1217,1,11,0
201104271902,123,1304296897839,1304296907066,1304296963947,0,1043,1,1043,1,49,0
201104271902,124,1304297000783,1304297009541,1304297082642,0,1217,1,1217,1,2,0
201104271902,125,1304297010994,1304297016643,1304297258259,0,1043,1,1043,1,124,0
201104271902,126,1304297135947,1304297144263,1304297219084,0,1217,1,1217,1,3,0
201104271902,127,1304297291362,1304297296494,1304297378584,0,1217,1,1217,1,3,0
201104271902,128,1304297298197,1304297308732,1304297486247,0,1043,1,1043,1,77,0
201104271902,129,1304297417661,1304297431662,1304297488939,0,1217,1,1217,1,2,0
201104271902,130,1304297534513,1304297543919,1304297651782,0,1043,1,1043,1,3,0
201104271902,131,1304297539836,1304297551162,1304297639369,0,1217,1,1217,1,126,0
201104271902,132,1304297699056,1304297708459,1304297769642,0,1217,1,1217,1,2,0
201104271902,133,1304297712112,1304297721665,1304297799325,0,1043,1,1043,1,93,0
201104271902,134,1304297812582,1304297819047,1304297887978,0,1217,1,1217,1,2,0
201104271902,135,1304297832873,1304297847062,1304297919816,0,1043,1,1043,1,77,0
201104271902,136,1304297934884,1304297944447,1304298022562,0,1217,1,1217,1,6,0
201104271902,137,1304297961966,1304297974178,1304298036671,0,1043,1,1043,1,37,0
201104271902,138,1304298075918,1304298086676,1304298149890,0,1217,1,1217,1,2,0
201104271902,139,1304298078116,1304298089144,1304298214269,0,1043,1,1043,1,227,0
201104271902,140,1304298209024,1304298217449,1304298274994,0,1217,1,1217,1,2,0
201104271902,141,1304298263827,1304298274835,1304298379912,0,1043,1,1043,1,4,0
201104271902,142,1304298331871,1304298342216,1304298510690,0,1217,1,1217,1,22,0
201104271902,143,1304298411680,1304298424865,1304298498063,0,1043,1,1043,1,12,0
201104271902,144,1304298545663,1304298552213,1304298670856,0,1043,1,1043,1,3,0
201104271902,145,1304298561066,1304298570434,1304298688178,0,1217,1,1217,1,42,0
201104271902,146,1304298734235,1304298744726,1304298860232,0,1043,1,1043,1,5,0
201104271902,147,1304298740740,1304298752178,1304298869024,0,1217,1,1217,1,105,0
201104271902,148,1304298935842,1304298945110,1304299057363,0,1043,1,1043,1,3,0
201104271902,149,1304298960176,1304298972504,1304299608280,1,1217,1,1216,0,0,0
201104271902,150,1304299106164,1304299115738,1304299169375,0,1043,1,1043,1,1,0
201104271902,151,1304299206824,1304299218144,1304299272409,0,1043,1,1043,1,1,0
201104271902,152,1304299323823,1304299330591,1304299381295,0,1043,1,1043,1,1,0
201104271902,153,1304299425513,1304299438731,1304299500488,0,1043,1,1043,1,1,0
201104271902,154,1304299557193,1304299566515,1304299620322,0,1043,1,1043,1,2,0
201104271902,155,1304299654286,1304299663840,1304299769282,0,1043,1,1043,1,3,0
201104271902,156,1304299657933,1304299666299,1304299847665,0,1217,1,1217,1,93,0
201104271902,157,1304299829778,1304299839041,1304299924345,0,1043,1,1043,1,2,0
201104271902,158,1304299912442,1304299921728,1304299976677,0,1217,1,1217,1,2,0
201104271902,159,1304299959385,1304299969096,1304300044181,0,1043,1,1043,1,12,0
201104271902,160,1304300020086,1304300026705,1304300086289,0,1217,1,1217,1,2,0
201104271902,161,1304300077731,1304300089044,1304300163184,0,1043,1,1043,1,1,0
201104271902,162,1304300130723,1304300136393,1304300204260,0,1217,1,1217,1,9,0
201104271902,163,1304300199080,1304300208805,1304300335922,0,1043,1,1043,1,2,0
201104271902,164,1304300242742,1304300252054,1304300313087,0,1217,1,1217,1,20,0
201104271902,165,1304300376872,1304300390441,1304300467447,0,1217,1,1217,1,2,0
201104271902,166,1304300382232,1304300392860,1304300548683,0,1043,1,1043,1,246,0
201104271902,167,1304300503767,1304300515246,1304300569121,0,1217,1,1217,1,2,0
201104271902,168,1304300586237,1304300598573,1304300666695,0,1043,1,1043,1,2,0
201104271902,169,1304300621276,1304300630942,1304300686669,0,1217,1,1217,1,11,0
201104271902,170,1304300722311,1304300733356,1304300801163,0,1043,1,1043,1,1,0
201104271902,171,1304300747823,1304300756134,1304300826014,0,1217,1,1217,1,45,0
201104271902,172,1304300832444,1304300843455,1304300925438,0,1043,1,1043,1,2,0
201104271902,173,1304300880694,1304300890921,1304300994704,0,1217,1,1217,1,52,0
201104271902,174,1304300962280,1304300973286,1304301038057,0,1043,1,1043,1,36,0
201104271902,175,1304301035944,1304301040756,1304301099771,0,1217,1,1217,1,2,0
201104271902,176,1304301076481,1304301088121,1304301203786,0,1043,1,1043,1,45,0
201104271902,177,1304301140046,1304301150519,1304301209241,0,1217,1,1217,1,10,0
201104271902,178,1304301258215,1304301268236,1304301345025,0,1043,1,1043,1,1,0
201104271902,179,1304301263976,1304301283096,1304301397780,0,1217,1,1217,1,52,0
201104271902,180,1304301377553,1304301385794,1304301453683,0,1043,1,1043,1,1,0
201104271902,181,1304301438001,1304301443197,1304310637566,2,1217,1,1216,0,0,0
201104271902,182,1304301508893,1304301520637,1304301598865,0,1043,1,1043,1,67,0
201104271902,183,1304301664471,1304301678786,1304301805529,0,1043,1,1043,1,12,0
201104271902,184,1304301862092,1304301871334,1304301940864,0,1043,1,1043,1,10,0
201104271902,185,1304301986283,1304301994501,1304302094684,0,1043,1,1043,1,5,0
201104271902,186,1304302132631,1304302141877,1304302207687,0,1043,1,1043,1,2,0
201104271902,187,1304302276035,1304302289254,1304302342758,0,1043,1,1043,1,1,0
201104271902,188,1304302375092,1304302381677,1304302437967,0,1043,1,1043,1,1,0
201104271902,189,1304302477843,1304302489102,1304302567922,0,1043,1,1043,1,38,0
201104271902,190,1304302611764,1304302621539,1304302731968,0,1043,1,1043,1,66,0
201104271902,191,1304302783718,1304302794014,1304302864998,0,1043,1,1043,1,32,0
201104271902,192,1304302912785,1304302927033,1304303005290,0,1043,1,1043,1,3,0
201104271902,193,1304303066860,1304303078112,1304303161375,0,1043,1,1043,1,35,0
201104271902,194,1304303216337,1304303225659,1304303295049,0,1043,1,1043,1,5,0
201104271902,195,1304303332507,1304303338031,1304303443047,0,1043,1,1043,1,66,0
201104271902,196,1304303512353,1304303520640,1304303601941,0,1043,1,1043,1,31,0
201104271902,197,1304303641226,1304303648061,1304303713735,0,1043,1,1043,1,3,0
201104271902,198,1304303758703,1304303770466,1304303830532,0,1043,1,1043,1,1,0
201104271902,199,1304303880715,1304303892874,1304303970794,0,1043,1,1043,1,2,0
201104271902,200,1304304017307,1304304025588,1304304179021,0,1043,1,1043,1,1,0
201104271902,201,1304304236314,1304304248019,1304304311454,0,1043,1,1043,1,1,0
201104271902,202,1304304348436,1304304355399,1304304420036,0,1043,1,1043,1,1,0
201104271902,203,1304304468058,1304304477862,1304304587887,0,1043,1,1043,1,17,0
201104271902,204,1304304635981,1304304650305,1304304813998,0,1043,1,1043,1,94,0
201104271902,205,1304304848607,1304304858056,1304305048797,0,1043,1,1043,1,92,0
201104271902,206,1304305095576,1304305100563,1304305272950,0,1043,1,1043,1,43,0
201104271902,207,1304305314309,1304305323839,1304305387028,0,1043,1,1043,1,1,0
201104271902,208,1304305460383,1304305466419,1304305568154,0,1043,1,1043,1,5,0
201104271902,209,1304305617604,1304305628922,1304305735573,0,1043,1,1043,1,5,0
201104271902,210,1304305783599,1304305792087,1304305882328,0,1043,1,1043,1,3,0
201104271902,211,1304305925080,1304305934692,1304305994638,0,1043,1,1043,1,1,0
201104271902,212,1304306037639,1304306052354,1304306164493,0,1043,1,1043,1,3,0
201104271902,213,1304306208524,1304306219953,1304306274339,0,1043,1,1043,1,2,0
201104271902,214,1304306329589,1304306343117,1304306404988,0,1043,1,1043,1,1,0
201104271902,215,1304306452826,1304306461397,1304306513068,0,1043,1,1043,1,2,0
201104271902,216,1304306540885,1304306554444,1304306616139,0,1043,1,1043,1,1,0
201104271902,217,1304306662560,1304306672437,1304306732308,0,1043,1,1043,1,3,0
201104271902,218,1304306797065,1304306806910,1304306860783,0,1043,1,1043,1,7,0
201104271902,219,1304306887412,1304306899552,1304306971326,0,1043,1,1043,1,1,0
201104271902,220,1304307021346,1304307032307,1304307091435,0,1043,1,1043,1,1,0
201104271902,221,1304307130532,1304307140405,1304307197256,0,1043,1,1043,1,2,0
201104271902,222,1304307221983,1304307233156,1304307286014,0,1043,1,1043,1,4,0
201104271902,223,1304307317035,1304307330954,1304307422419,0,1043,1,1043,1,5,0
201104271902,224,1304307490567,1304307499348,1304307589860,0,1043,1,1043,1,3,0
201104271902,225,1304307633813,1304307647596,1304307721605,0,1043,1,1043,1,12,0
201104271902,226,1304307770116,1304307780480,1304307881373,0,1043,1,1043,1,6,0
201104271902,227,1304307939247,1304307948245,1304308005086,0,1043,1,1043,1,1,0
201104271902,228,1304308061299,1304308071549,1304308133169,0,1043,1,1043,1,1,0
201104271902,229,1304308176867,1304308184401,1304308240596,0,1043,1,1043,1,1,0
201104271902,230,1304308295843,1304308307335,1304308370634,0,1043,1,1043,1,1,0
201104271902,231,1304308436068,1304308445213,1304308501865,0,1043,1,1043,1,1,0
201104271902,232,1304308550390,1304308563145,1304308674063,0,1043,1,1043,1,6,0
201104271902,233,1304308706504,1304308716571,1304308777809,0,1217,1,1217,1,2,0
201104271902,234,1304308718017,1304308729408,1304308821291,0,1043,1,1043,1,96,0
201104271902,235,1304308826383,1304308837341,1304308891490,0,1217,1,1217,1,2,0
201104271902,236,1304308861382,1304308875291,1304308986495,0,1043,1,1043,1,63,0
201104271902,237,1304308923701,1304308933901,1304308990435,0,1217,1,1217,1,16,0
201104271902,238,1304309023960,1304309036734,1304309133411,0,1043,1,1043,1,2,0
201104271902,239,1304309027968,1304309039659,1304309133123,0,1217,1,1217,1,117,0
201104271902,240,1304309180033,1304309193408,1304310640708,2,1043,1,1042,0,0,0
201104271902,241,1304309184545,1304309196458,1304309331863,0,1217,1,1217,1,130,0
201104271902,242,1304309395601,1304309409529,1304309510093,0,1217,1,1217,1,42,0
201104271902,243,1304309562196,1304309572486,1304309664113,0,1217,1,1217,1,4,0
201104271902,244,1304309753721,1304309765364,1304309822839,0,1217,1,1217,1,3,0
201104271902,245,1304309860891,1304309868325,1304309932847,0,1217,1,1217,1,5,0
201104271902,246,1304309987116,1304310001256,1304310053908,0,1217,1,1217,1,5,0
201104271902,247,1304310088042,1304310099019,1304310154442,0,1217,1,1217,1,3,0
201104271902,248,1304310187633,1304310197775,1304310256504,0,1217,1,1217,1,2,0
201104271902,249,1304310301395,1304310311549,1304310367148,0,1217,1,1217,1,3,0
201104271902,250,1304310410874,1304310419746,1304310494920,0,1217,1,1217,1,22,0
201104271902,251,1304310553853,1304310562759,1304310649913,0,1217,1,1217,1,4,0
201104271902,252,1304310707173,1304310721048,1304310777216,0,1217,1,1217,1,2,0
201104271902,253,1304310807293,1304310818929,1304310876202,0,1217,1,1217,1,2,0
201104271902,254,1304310918141,1304310927025,1304310987532,0,1217,1,1217,1,2,0
201104271902,255,1304311018781,1304311029866,1304311091538,0,1217,1,1217,1,2,0
201104271902,256,1304311121625,1304311127689,1304311181778,0,1217,1,1217,1,2,0
201104271902,257,1304311210214,1304311220471,1304311279790,0,1217,1,1217,1,2,0
201104271902,258,1304311332853,1304311343374,1304311398834,0,1217,1,1217,1,1,0
201104271902,259,1304311432321,1304311441244,1304311546938,0,1217,1,1217,1,4,0
201104271902,260,1304311576674,1304311584804,1304311663688,0,1217,1,1217,1,3,0
201104271902,261,1304311747483,1304311757608,1304311816219,0,1217,1,1217,1,1,0
201104271902,262,1304311843113,1304311850536,1304311916100,0,1217,1,1217,1,4,0
201104271902,263,1304311965443,1304311979283,1304312037667,0,1217,1,1217,1,2,0
201104271902,264,1304312072242,1304312082358,1304312141247,0,1217,1,1217,1,2,0
201104271902,265,1304312175015,1304312185212,1304312237843,0,1217,1,1217,1,2,0
201104271902,266,1304312300698,1304312308046,1304312364162,0,1217,1,1217,1,2,0
201104271902,267,1304312411403,1304312426592,1304312537971,0,1217,1,1217,1,4,0
201104271902,268,1304312609307,1304312619532,1304312684126,0,1217,1,1217,1,2,0
201104271902,269,1304312746049,1304312752362,1304312809492,0,1217,1,1217,1,2,0
201104271902,270,1304312868354,1304312880266,1304312940696,0,1217,1,1217,1,2,0
201104271902,271,1304312986495,1304312993106,1304313061929,0,1217,1,1217,1,2,0
201104271902,272,1304313120526,1304313130995,1304313183599,0,1217,1,1217,1,2,0
201104271902,273,1304313227996,1304313238772,1304313339476,0,1217,1,1217,1,8,0
201104271902,274,1304313404771,1304313416674,1304313528059,0,1217,1,1217,1,4,0
201104271902,275,1304313593256,1304313599451,1304313662267,0,1217,1,1217,1,2,0
201104271902,276,1304313718122,1304313728293,1304313786912,0,1217,1,1217,1,2,0
201104271902,277,1304313826347,1304313836543,1304313901145,0,1217,1,1217,1,2,0
201104271902,278,1304313941954,1304313954444,1304314014285,0,1217,1,1217,1,3,0
201104271902,279,1304314050637,1304314057691,1304314116503,0,1217,1,1217,1,2,0
201104271902,280,1304314164780,1304314175522,1304314285655,0,1217,1,1217,1,2,0
201104271902,281,1304314348802,1304314359003,1304314417641,0,1217,1,1217,1,2,0
201104271902,282,1304314471777,1304314481944,1304314568862,0,1217,1,1217,1,2,0
201104271902,283,1304314628741,1304314639746,1304314695337,0,1217,1,1217,1,2,0
201104271902,284,1304314722431,1304314732723,1304314791965,0,1217,1,1217,1,2,0
201104271902,285,1304314825099,1304314835586,1304314942576,0,1217,1,1217,1,6,0
201104271902,286,1304315006189,1304315018514,1304315075290,0,1217,1,1217,1,2,0
201104271902,287,1304315101666,1304315111796,1304315170457,0,1217,1,1217,1,1,0
201104271902,288,1304315206560,1304315220337,1304315318030,0,1217,1,1217,1,4,0
201104271902,289,1304315381882,1304315393202,1304315458005,0,1217,1,1217,1,2,0
201104271902,290,1304315492715,1304315506647,1304315565009,0,1217,1,1217,1,2,0
201104271902,291,1304315606157,1304315614975,1304315674962,0,1217,1,1217,1,2,0
201104271902,292,1304315726791,1304315737870,1304315796260,0,1217,1,1217,1,2,0
201104271902,293,1304315832048,1304315840920,1304315894960,0,1217,1,1217,1,2,0
201104271902,294,1304315938801,1304315948880,1304316002862,0,1217,1,1217,1,2,0
201104271902,295,1304316055748,1304316066713,1304316146075,0,1217,1,1217,1,3,0
201104271902,296,1304316222484,1304316234569,1304316339676,0,1217,1,1217,1,5,0
201104271902,297,1304316402102,1304316412507,1304316473970,0,1217,1,1217,1,2,0
201104271902,298,1304316527914,1304316540393,1304316594018,0,1217,1,1217,1,2,0
201104271902,299,1304316637520,1304316648617,1304316703630,0,1217,1,1217,1,2,0
201104271902,300,1304316737628,1304316751497,1304316809990,0,1217,1,1217,1,2,0
201104271902,301,1304316850501,1304316859384,1304316919414,0,1217,1,1217,1,2,0
201104271902,302,1304316963343,1304316972374,1304317038266,0,1217,1,1217,1,2,0
201104271902,303,1304317076138,1304317085238,1304317142147,0,1217,1,1217,1,2,0
201104271902,304,1304317177241,1304317188204,1304317246511,0,1217,1,1217,1,2,0
201104271902,305,1304317290393,1304317301113,1304317377607,0,1217,1,1217,1,3,0
201104271902,306,1304317440968,1304317454959,1304317513517,0,1217,1,1217,1,2,0
201104271902,307,1304317548826,1304317557924,1304317663050,0,1217,1,1217,1,4,0
201104271902,308,1304317725410,1304317736004,1304317788659,0,1217,1,1217,1,2,0
201104271902,309,1304317823983,1304317834431,1304317890010,0,1217,1,1217,1,2,0
201104271902,310,1304317922172,1304317932674,1304317992170,0,1217,1,1217,1,2,0
201104271902,311,1304318022640,1304318031947,1304318089292,0,1217,1,1217,1,2,0
201104271902,312,1304318120817,1304318129911,1304318204863,0,1217,1,1217,1,5,0
201104271902,313,1304318261312,1304318272906,1304318337764,0,1217,1,1217,1,2,0
201104271902,314,1304318395238,1304318405941,1304318509517,0,1217,1,1217,1,6,0
201104271902,315,1304318555555,1304318569633,1304318630898,0,1217,1,1217,1,2,0
201104271902,316,1304318673936,1304318683013,1304318746039,0,1217,1,1217,1,2,0
201104271902,317,1304318787958,1304318802118,1304318860482,0,1217,1,1217,1,2,0
201104271902,318,1304318893807,1304318905150,1304318966453,0,1217,1,1217,1,2,0
201104271902,319,1304318998827,1304319008106,1304319073878,0,1217,1,1217,1,2,0
201104271902,320,1304319128725,1304319141136,1304319198446,0,1217,1,1217,1,2,0
201104271902,321,1304319242709,1304319249068,1304319351196,0,1217,1,1217,1,5,0
201104271902,322,1304319414922,1304319427123,1304319535034,0,1217,1,1217,1,4,0
201104271902,323,1304319609516,1304319620199,1304319681573,0,1217,1,1217,1,2,0
201104271902,324,1304319712541,1304319723147,1304319775479,0,1217,1,1217,1,2,0
201104271902,325,1304319820947,1304319836389,1304319915046,0,1217,1,1217,1,3,0
201104271902,326,1304319974197,1304319984542,1304320043089,0,1217,1,1217,1,2,0
201104271902,327,1304320082760,1304320093142,1304320149091,0,1217,1,1217,1,2,0
201104271902,328,1304320186393,1304320201908,1304320264593,0,1217,1,1217,1,3,0
201104271902,329,1304320321792,1304320330786,1304320412058,0,1217,1,1217,1,3,0
201104271902,330,1304320485871,1304320493799,1304320570294,0,1217,1,1217,1,3,0
201104271902,331,1304320612946,1304320627010,1304320706450,0,1217,1,1217,1,3,0
201104271902,332,1304320775298,1304320785749,1304320847313,0,1217,1,1217,1,2,0
201104271902,333,1304320921627,1304320933695,1304320991407,0,1217,1,1217,1,2,0
201104271902,334,1304321045967,1304321056761,1304321157727,0,1217,1,1217,1,6,0
201104271902,335,1304321229565,1304321245002,1304321298793,0,1217,1,1217,1,2,0
201104271902,336,1304321336661,1304321348039,1304321430442,0,1217,1,1217,1,3,0
201104271902,337,1304321500349,1304321511036,1304321569703,0,1217,1,1217,1,2,0
201104271902,338,1304321609545,1304321620080,1304321678585,0,1217,1,1217,1,2,0
